año,secretaria,nombreestablecimiento,zona,direccion,telefono,nombre_Rector,tipo_Establecimiento,etnias,sector,genero,niveles,jornadas,caracter,especialidad,grados,modelos_Educativos,capacidades_Excepcionales,discapacidades,idiomas,numero_de_Sedes,estado,prestador_de_Servicio,propiedad_Planta_Fisica,resguardo,matricula_Contratada,calendario,internado,estrato_Socio_Economico,correo_Electronico
2016,BOGOTA,COLEGIO NELSON MANDELA (IED),URBANA,KR 90 A 46 50 SUR,7833752  --  7833690,JORGE HELI OVALLE,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE",,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,,OFICIAL,OFICIAL,NO APLICA,NO,A,,,nelson.mandela08030@gmail.com
2016,BOGOTA,GIMN LA ARBOLEDA                                                                                    ,URBANA,KR 32 184 23,6690107 -- 5101476 -- 5109824,MARTHA ISABELA FRANCO ALBIS,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,DI-COGNITIVO,INGLÉS,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,B,,,academica@gimnasiolaarboleda.edu.co
2016,BOGOTA,COL AGUSTINIANO SUBA                                                                                ,URBANA,KR 90 146 C 40,6825940 / 6815627                                 ,FRAY JAIME IVAN SANCHEZ GORDILLO,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","PREESCOLAR ESCOLARIZADO_,EDUCACIÓN TRADICIONAL",,,INGLÉS,1,,COMUNIDAD RELIGIOSA,COMUNIDAD RELIGIOSA,NO APLICA,NO,A,,,colagustin_suba@hotmail.com                       
2016,BOGOTA,JARD CARRUSEL DE IDEAS,URBANA,CR. 102 NO. 71B-52,2276392,MARTHA INES GALAN MOLANO,CENTRO EDUCATIVO,,,,PREESCOLAR,COMPLETA,,,-3,"PREESCOLAR ESCOLARIZADO_,EDUCACIÓN TRADICIONAL",,,,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,
2016,BOGOTA,COLEGIO REINO DE HOLANDA (IED),URBANA,DG 46 SUR 12 F 30,2795097 / 2795095 /,FLOR NELLY PAEZ DE BOHORQUEZ,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,ÚNICA,NOCTURNA,TARDE",,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL",,,,4,,OFICIAL,OFICIAL,NO APLICA,NO,A,,,cedreinodeholanda18@redp.edu.co
2016,BOGOTA,UNID EDUC PRADOS DE ALAMEDA                                                                         ,URBANA,KR 136 23 B 04,5489608 / 4159157                                 ,SANDRA PATRICIA FAJARDO VANEGAS,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,,ACADÉMICA,"-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,HEBREO,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,uepradosalameda@hotmail.com                       
2016,BOGOTA,COL NTRA SRA DEL ROSARIO CAMPESTRE DE SUBA                                                          ,URBANA,CLL. 146A NO. 95-45,6922849,MARIA DEL ROSARIO BOSA,CENTRO EDUCATIVO,,,,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,,,"-2,-1,0,1,2,3,4,5,6",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,
2016,BOGOTA,JARD INF TRAVESURAS DE JOSELITO                                                                     ,URBANA,CR. 90B NO.90-08,4365472,LUZ MERY GUEVARA SUAREZ,CENTRO EDUCATIVO,,,,PREESCOLAR,COMPLETA,,,-3,"PREESCOLAR ESCOLARIZADO_,EDUCACIÓN TRADICIONAL",,,FRANCES,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,meryguevarasuarez@hotmail.com                     
2016,BOGOTA,EL CAMINO ACADEMY                                                                                   ,URBANA,CL 222 52 37,6761339,BETH ELAINE YOHE DE AFANADOR,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,COMPLETA,NOCTURNA,FIN DE SEMANA",,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,23,24,25",EDUCACIÓN TRADICIONAL,,LESIÓN NEUROMUSCULAR,INGLÉS,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,B,,,elcamino@eca.edu.co yolandacardozo@eca.edu.co
2016,BOGOTA,COLEGIO REPUBLICA BOLIVARIANA  DE VENEZUELA (IED),URBANA,CL 22 A 18 B 42,2685718 / 3407034 /,HUGO EDILBERTO FLORIDO MOSQUERA,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE",,ACADÉMICA,"-1,0,1,2,3,4,5,6,7,8,9,10,11,14,15",EDUCACIÓN TRADICIONAL,,,,2,,OFICIAL,OFICIAL,NO APLICA,NO,A,,,escdirepdevenezuel14@redp.edu.co
2016,BOGOTA,INST SANTA ANA LUZ DEL CARMEN                                                                       ,URBANA,CL 63 SUR 71 F 42,7759549 -- 7785849,JESUS ALBERTO MORENO BURGOS,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE",,ACADÉMICA,"-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,
2016,BOGOTA,INST EDUC DIST FE Y ALEGRIA SAN IGNACIO,URBANA,CL 56 F SUR 91 D 14,5797771 -- 5797596,MERCEDES KALIL RINCON,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,,ACADÉMICA,"0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,,OFICIAL,OFICIAL,NO APLICA,SI,A,,,sanignacio@feyalegria.org.co
2016,BOGOTA,GIMN LA CLARITA                                                                                     ,URBANA,CL 71 B 83 34,2521015  TELEFAX7598450,LIC LUIS FERNANDO GUIJO GOMEZ,CENTRO EDUCATIVO,,,,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,,,"-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,gimnasiolaclarita24@hotmail.com
2016,BOGOTA,GIMN PINOSIERRA  LAS ABEJITAS,URBANA,CL 147 76 93,6819883,ALMANZA LUZ STELLA,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,COMPLETA,NOCTURNA,TARDE,FIN DE SEMANA",,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,23,24,25,26","PREESCOLAR ESCOLARIZADO_,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL",,,,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,
2016,BOGOTA,COLEGIO PENSAR ANDINO,URBANA,CL 142 18 A 07,8628668 -- 8625360 -- 2581810,JUAN MANUEL RODRIGUEZ ESCOBAR,CENTRO EDUCATIVO,,,,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,,,"-2,-1,0,1,2,3,4,5","PREESCOLAR ESCOLARIZADO_,EDUCACIÓN TRADICIONAL",,DI-COGNITIVO,,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,pensarandino@hotmail.com
2016,BOGOTA,COL PSICOTECNICO DE URANTIA                                                                         ,URBANA,CL 52 A 75 08,2951780,ANGELA PATRICIA CASAS R,CENTRO EDUCATIVO,,,,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,,,"-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,FRANCES,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,purantia@terra.com  cole_urantia@yahoo.es                               
2016,BOGOTA,COLEGIO GRAN YOMASA (IED),URBANA,CL 81 C SUR 2 BIS 00 ESTE,7671577 -- 7671544 -- 7641348,GUSTAVO ALONSO FUENTES TORRES,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE",,ACADÉMICA,"-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,"SV-BAJA VISIÓN,LIMITACIÓN FISICA (MOVILIDAD)",,1,,OFICIAL,OFICIAL,NO APLICA,NO,A,,,cedgranyomasa5@redp.edu.co
2016,BOGOTA,INST TEC IND CENTRO DON BOSCO                                                                       ,URBANA,DG 44 69 96,2630808,PBRO MARIO LEONARDO PERESSON TONELLI,INSTITUCION EDUCATIVA,AFRODESCENDIENTE,,,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,,INDUSTRIAL,"5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,"SV-BAJA VISIÓN,HIPOACUSIA O BAJA AUDICIÓN",,1,,COMUNIDAD RELIGIOSA,COMUNIDAD RELIGIOSA,NO APLICA,SI,A,,,centrodonbosco@salesianosbogota.org
2016,BOGOTA,JARDIN INFANTIL MIS SABIOS BUROSITOS,URBANA,CL 82 109 04,4420077,FLOR ESTHER LEAL LEAL,CENTRO EDUCATIVO,,,,PREESCOLAR,"MAÑANA,COMPLETA",,,-3,EDUCACIÓN TRADICIONAL,,,,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,burusitospreschool90@hotmail.com
2016,BOGOTA,JARD INF GOMELITOS                                                                                  ,URBANA,DG 11 SUR 11 05,2338619,MARIA DEL PILAR CIFUENTES,CENTRO EDUCATIVO,,,,PREESCOLAR,COMPLETA,,,-3,"PREESCOLAR ESCOLARIZADO_,EDUCACIÓN TRADICIONAL",,,INGLÉS,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,jardingnomitos@hotmail.com
2016,BOGOTA,JARDIN INFANTIL SANTA MATILDE,URBANA,CRA 86 NO. 2A SUR-13 DIRECCION NUEVA,,CHAVARRO NOHORA YAMIR,CENTRO EDUCATIVO,,,,PREESCOLAR,COMPLETA,,,-3,"PREESCOLAR ESCOLARIZADO_,EDUCACIÓN TRADICIONAL",,,,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,
2016,BOGOTA,LIC MARIA GORETTI                                                                                   ,URBANA,CR. 104A NO.33-79,2981349 / 2982774 / 4130256                       ,YOLANDA CIFUENTES TORRES,CENTRO EDUCATIVO,,,,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,,,"-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,limagoretti23@hotmail.com                         
2016,BOGOTA,COLEGIO CIUDAD BOLIVAR - ARGENTINA (IED),URBANA,CL 70 SUR 54 12,7152774 - 7157106,AURA MARIA HIGUERA ESCOBAR,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE",,ACADÉMICA,"0,1,2,3,4,5,6,7,8,9,10,11","PREESCOLAR ESCOLARIZADO_,EDUCACIÓN TRADICIONAL",,,,2,,OFICIAL,OFICIAL,NO APLICA,NO,A,,,cedciudadbolivar19@redp.edu.co auramariahiguerae@gmail.com
2016,BOGOTA,COL SANTA MARIA                                                                                     ,URBANA,KR 11 185 B 17,6714440 -- 3788481,MARIA JOSE ZULETA GONZALEZ,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,DI-COGNITIVO,INGLÉS,1,,FUNDACION O CORPORACIONES,FUNDACION O CORPORACIONES,NO APLICA,NO,B,,,mjzuleta@csm.edu.co -- rectora@csm.com
2016,BOGOTA,COL MARIA INMACULADA                                                                                ,URBANA,KR 7 166 71,6711177 -- 6799708 -- 6799686,HNA CARMEN ELENA JAIME CONTRERAS,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,,"COMERCIAL,ACADÉMICA","-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,,COMUNIDAD RELIGIOSA,COMUNIDAD RELIGIOSA,NO APLICA,NO,A,,,rectoria@colegiomariainmaculada.edu.co -- secretaria@colegiomariainmaculada.edu.co
2016,BOGOTA,LIC  SAMARIO                                                                                        ,URBANA,KR 74 42 C 80 SUR,4532436 -- 4532436,GUILLERMO ALEJANDRO GONZALEZ TOVAR,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,liceosamario@hotmail.com -- colegioliceosamario@hotmail.com
2016,BOGOTA,ESC  MEDIATICA                                                                                      ,URBANA,CLL. 7 NO. 3-27,3332113,HILDA MARINA FORERO,INSTITUCION EDUCATIVA,,,,MEDIA,COMPLETA,,ACADÉMICA,"10,11",EDUCACIÓN TRADICIONAL,,HIPOACUSIA O BAJA AUDICIÓN,INGLÉS,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,hildaforero@hotmail.com                           
2016,BOGOTA,FUND EDUC CRISTIANA ELIM                                                                            ,URBANA,CR. 81C NO. 45A- 04 SUR,2933612,MERARI CHAPARRO,CENTRO EDUCATIVO,NEGRITUDES,,,"PREESCOLAR,BÁSICA PRIMARIA",MAÑANA,,,"-2,-1,0,1,2,3,4",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,
2016,BOGOTA,COL RAMON B JIMENO                                                                                  ,URBANA,CL 26 2 44,2810727 -- 2812471 -- 2812470,MARTHA LUZ GARCIA RICO,INSTITUCION EDUCATIVA,,,,"MEDIA,BÁSICA SECUNDARIA",MAÑANA,,ACADÉMICA,"6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,ramonbjimeno@yahoo.com
2016,BOGOTA,INST MAYEUTICO                                                                                      ,URBANA,KR 109 A 81 03,2284569,ESTHER GARCIA DE SUAREZ,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,c_mayeutico@etb.net.co acony@hotmail.com
2016,BOGOTA,INST SAN PABLO APOSTOL                                                                              ,URBANA,KR 24 B 29 A 02 SUR,2020657 -- 5661399,PADRE ABELARDO GOMEZ SERRANO,INSTITUCION EDUCATIVA,,,,"MEDIA,BÁSICA SECUNDARIA",COMPLETA,,ACADÉMICA,"6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,,COMUNIDAD RELIGIOSA,COMUNIDAD RELIGIOSA,NO APLICA,NO,A,,,ispa_libertador@ispaeducacion.edu.co
2016,BOGOTA,COL ROSA AGAZZI                                                                                     ,URBANA,CL 58 G SUR 82 A 10,7772527,MARIA ENRIQUETA GARCIA CARDENAS,CENTRO EDUCATIVO,,,,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,,,"-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,
2016,BOGOTA,COLEGIO LA VICTORIA (IED),URBANA,KR 3 B ESTE 38 25 SUR,2068504 -- 3639119,ROSA MARGARITA CUADROS ALVAREZ,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE",,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,"TRANSTORNO DEL ESPECTRO AUTISTA,SV-BAJA VISIÓN,DI-COGNITIVO,OTRA DISCAPACIDAD,LIMITACIÓN FISICA (MOVILIDAD)",,2,,OFICIAL,OFICIAL,NO APLICA,NO,A,,,cedlavictoria4@redp.edu.co
2016,BOGOTA,COL JOSE MANUEL MARROQUIN                                                                           ,URBANA,KR 8 C 164 24,6717821 -- 6749185,BEATRIZ RODRIGUEZ DE  DIAZ,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,,ACADÉMICA,"-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,coljosemanuelmarroquin2006@terra.com.co
2016,BOGOTA,COL CAPACITACION 2000                                                                               ,URBANA,KR 9 A 18 51 PI 3,2864816 -- 2863189 -- 2435016,MIGUEL MARIANO CUADRADO PITALUA,CENTRO EDUCATIVO,,,,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,NOCTURNA,TARDE,FIN DE SEMANA",,ACADÉMICA,"21,22,23,24,25,26","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL",,,INGLÉS,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,colegiocapacitacion2000@yahoo.es
2016,BOGOTA,JARDÍN INFANTIL PERSONITAS DEL MILENIO,URBANA,KR 31 A BIS 4 15,4093792 -- 5062283 -- 5602283,JOHANNA PATRICIA GUTIERREZ HUERFANO,CENTRO EDUCATIVO,,,,PREESCOLAR,COMPLETA,,,-3,EDUCACIÓN TRADICIONAL,,,,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,personitasdelmilenio@hotmail.com
2016,BOGOTA,JARD INF EL REFUGIO DE HEIDY,URBANA,AV 5 A 74 22,2649209/2731001,DILIANA RAMIREZ GARCIA,CENTRO EDUCATIVO,,,,PREESCOLAR,COMPLETA,,,-3,PREESCOLAR ESCOLARIZADO_,,,,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,
2016,BOGOTA,COL SANTA LIBRADA                                                                                   ,URBANA,CL 76 SUR 1 A 39 ESTE,7631930,JANET BARRIOS LOSADA,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,,"OTRO,COMERCIAL","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,colsantalibrada@yahoo.com
2016,BOGOTA,COLEGIO MANUEL ZAPATA OLIVELLA (IED),URBANA,CL 21 SUR 97 A 28,4507825,MARIA DEL PILAR TENJO PEÑUELA,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE",,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,99","EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE",,,,2,,OFICIAL,OFICIAL,NO APLICA,NO,A,,,cedpatiobonitoii8@redp.edu.co
2016,BOGOTA,LIC  PEDAG SANTA MATILDE                                                                            ,URBANA,KR 95 14 A 93,4519825,ALIRIO MARTIN CRUZ LAGUNA,CENTRO EDUCATIVO,,,,BÁSICA PRIMARIA,COMPLETA,,,"1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,liceosantamatildeschool@yahoo.com
2016,BOGOTA,ESC POPULAR INFANTIL                                                                                ,URBANA,CL 161 4 A 45,6775230,DILIA BENEDICTA VARGAS ROJAS,CENTRO EDUCATIVO,"NO APLICA,NEGRITUDES",,,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,,,"0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,DI-COGNITIVO,,1,,FEDERACIONES,FEDERACIONES,NO APLICA,NO,A,,,corpoepi92@hotmail.es
2016,BOGOTA,COLEGIO VILLAS DEL PROGRESO (IED),URBANA,KR 89 A BIS 72 A 13 SUR,7835608,LUIS JOSE FORERO RUIZ,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,ÚNICA,TARDE",,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,99","EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE",,,,5,,OFICIAL,OFICIAL,NO APLICA,NO,A,,,escdivillasdelprog7@redp.edu.co -- villasdelprogreso7@gmail.com
2016,BOGOTA,LIC DE LOS ANGELES                                                                                  ,URBANA,DG 13 SUR 58 56,2620601,DAVID ALBERTO MURILLO BARRERA,CENTRO EDUCATIVO,,,,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,,,"-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,liceodelosangeles@latinmail.com                   
2016,BOGOTA,COL SAN MATEO SUR ORIENTAL                                                                          ,URBANA,DG 51 A SUR 10 42 ESTE,5995141 -- 3716027,SONIA ISABEL PARRA RAMIREZ,CENTRO EDUCATIVO,,,,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,,,"-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,colsanmateo21@yahoo.es
2016,BOGOTA,LIC PREESC EL TESORO DEL SABER                                                                      ,URBANA,KR 5 A 30 D 93 SUR,3613348,MARTHA JANNETH PEÑARANDA DIAZ,CENTRO EDUCATIVO,,,,PREESCOLAR,COMPLETA,,,-3,EDUCACIÓN TRADICIONAL,,,,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,lptesordelsaber@hotmail.com
2016,BOGOTA,COL MI PATRIA                                                                                       ,URBANA,CL 23 SUR 68 C 27,4038482  --  7024600,JORGE EDUARDO VANEGAS GALINDO,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","PREESCOLAR ESCOLARIZADO_,EDUCACIÓN TRADICIONAL",,,INGLÉS,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,jorgeeduardovanegas@latinmail.com                 
2016,BOGOTA,JARD INF GLOBITO DE AVENTURAS                                                                       ,URBANA,CL 83 115 07 IN 61,4345028 / 4345029                                 ,DIANA MARCELA RINCON,CENTRO EDUCATIVO,,,,PREESCOLAR,COMPLETA,,,-3,EDUCACIÓN TRADICIONAL,,,FRANCES,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,jarglobito@yahoo.com                              
2016,BOGOTA,JARDIN DE INFANCIA PLAZA DE LOS NIÑOS                                                               ,URBANA,CL 103 14 34,2368977 -- 6218557,MARIA DEL PILAR SANCHEZ MORALES,CENTRO EDUCATIVO,,,,PREESCOLAR,COMPLETA,,,-3,EDUCACIÓN TRADICIONAL,,,,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,plazadelosninos@gmail.com -- administracion@plazadelosninos.com
2016,BOGOTA,LIC JUAN MIGUEL                                                                                     ,URBANA,KR 5 48 U 04 SUR,7712185,FILEMON RAMIREZ GALINDO,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,,ACADÉMICA,"0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,"SV-BAJA VISIÓN,DI-COGNITIVO,HIPOACUSIA O BAJA AUDICIÓN",,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,liceojm10@hotmail.com                             
2016,BOGOTA,COL FUND LA PAZ                                                                                     ,URBANA,KR 8 C BIS 163 B 25,6728636 -- 6774459,ANA LUCIA ROBAYO GARCIA,CENTRO EDUCATIVO,,,,"PREESCOLAR,BÁSICA PRIMARIA",MAÑANA,,,"0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,,1,,COMUNIDAD,COMUNIDAD,NO APLICA,NO,A,,,fundapaz163@hotmail.com
2016,BOGOTA,GIMN SANTA ROCIO                                                                                    ,URBANA,KR 68 D 54 A 31 SUR,2389339 / 2043645  /8050162,ELISA NIÑO ROMERO,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,COMPLETA",,"COMERCIAL,ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,"SORDERA PROFUNDA,MÚLTIPLE DISCAPACIDAD,HIPOACUSIA O BAJA AUDICIÓN",INGLÉS,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,SI,A,,,santarocio@hotmail.com                            
2016,BOGOTA,COL FRAY JUAN DE LOS ANGELES                                                                        ,URBANA,CLL. 30 SUR NO.50-11,2046697,MARTHA CECILIA FIERRO DE SANCHEZ,CENTRO EDUCATIVO,AMORÚA,,,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,,,"-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,"LESIÓN NEUROMUSCULAR,PARALISIS CEREBRAL",INGLÉS,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,
